user_name,rating,review_text,date,label,sentiment,teks_preprocessing
crabbie pattiez',5,"aplikasi terbaik yg bantu banyak kerjaan. mulai dari goride-gocar yg bisa antar kemana aja, trus gosend yg antar barang secepat mungkin, gomart yg belanjain kebutuhan sehari"" dan yg paling berjasa tu gofood. saran aja yaa mungkin bisa dibikin label halal/non halal dalam pembelian makanan, soalnya kadang gasengaja beli makanan di tempat nonhalal walaupun mereka no pork no lard. thank u :))",2024-04-14 18:57:46,1,POSITIF,aplikasi baik bantu kerja goride gocar aja gosend barang cepat gomart belanjain butuh hari jasa tu gofood saran yaa bikin label halalnon halal beli makan kadang gasengaja beli makan nonhalal nomor pork nomor lard thank
Pengguna Google,5,Jujur saya cukup kecewa dengan beberapa driver go ride yang cukup rewel n banyak alasan untuk membatalkan pesan customer Mohon diperbaiki pelayanan terhadap customer,2024-04-14 16:58:19,0,NEGATIF,jujur kecewa driver go ride rewel alas batal pesan customer mohon baik layan customer
tika rahmi,5,saya langganan pake gojek kalau mau pigi bekerja naik goride.. jadi menurud saya drivenya ramah2 semoga ditingkatkan lagi..,2024-04-14 15:47:03,1,POSITIF,langgan pakai gojek pigi goride menurud drivenya ramah moga tingkat
Rasid Alamsyah,2,"Fitur paylatter untuk pengisian pulsa sudah tidak bisa,kalau bisa dikembalikan seperti semula,,sistemnya masih bug,dan untuk stiap order go ride suka selalu dapatnya jauh-jauh",2024-04-14 08:22:55,1,POSITIF,fitur paylatter isi pulsa kembali sistem bug order go ride suka dapat
Adisty Yusup,1,"Padahal layanan gofood dan goride-nya oke lah, cuma untuk gocar-nya kalo bisa kasih bintang minus ku kasih -9/10. Mengecewakan banget. Masalahnya bukan sekali dua kali. Udah terlalu sering kecewa dengan driver gocar",2024-04-13 09:56:01,0,NEGATIF,layan gofood goride nya oke gocar nya kasih bintang minus ku kasih kecewa banget kali kecewa driver gocar
Ahmad NurArfani,3,Untuk goride gocar dll bagus nyaman dan aman tetapi untuk gofood tolong pelayanannya dipercepat terutama tentang estimasi waktu makanan sampai yang diberikan karena terlalu lama jadi terkadang membuat selera makan jadi hilang. Masa di waktu estimasi yang diberikan 15-25menit tetapi saya nunggu udah 1jam dan waktu estimasi belum berubah masih di 15-25menit padahal apk Gojek terbaru ( tolong diperbaiki lagi tentang gofoodnya ),2024-04-12 21:32:56,0,NEGATIF,goride gocar bagus nyaman aman gofood layan cepat estimasi makan terkadang selera makan hilang estimasi menit tunggu jam estimasi ubah menit apk gojek baru baik gofoodnya
dona ayu dehaz,1,"setiap pesan goride, gofood dll selaluuuuuuu lama dapet drivernya!! padahal di jalan yg pakai atribut gojek banyak sekali",2024-04-12 20:35:33,0,NEGATIF,pesan goride gofood drivernya jalan pakai atribut gojek
Arief Permana,2,"Gojek skrng susah klo di butuhkan,,, saya dri kemaren mau cba pesan goride dan gocar susah banget... Menurut saya ini pelayanan yg kurang baik sih untuk pengguna... Terimakasih",2024-04-12 12:32:50,0,NEGATIF,gojek susah butuh kemarin cba pesan goride gocar susah banget layan sih guna terimakasih
Noer Putri Sari Hiram,1,"Aplikasi yg sangat buruk....saya order gocar,goride hampir 2jam tdk dpt driver sedangkan titik driver banyak 👎🏻👎🏻",2024-04-10 21:19:41,0,NEGATIF,aplikasi buruk order gocar goride jam driver titik driver
Khoirul Yuda,1,"Makin kesini susah dapat driver, goride maupun gocar.",2024-04-10 09:30:08,0,NEGATIF,kesini susah driver goride gocar
gee rii,1,Ga pake go-ride hemat aja dikasih driver yang jauh mulu. Kalo gitu gausa dibedain. Makin sering pake juga promonya makin kecil. Ini mau mempertahankan customer ga sih?,2024-04-09 18:46:12,0,NEGATIF,pakai goride hemat kasih driver mulu gausa dibedain pakai promonya tahan customer sih
Musician,1,"Biaya perjalanannya terlalu mahal, kalau mau gojek rame seperti dulu maka turunkan hargamu gak peduli dengan sangkut paut totalan saham kalian. Pelanggan cuma mau harga wajar. Kompetitor lain berani lebih murah alhasil lebih rame. Dampak ongkir yg terlalu mahal kau tengok driver goride gocar sekarang pada nganggur, sehari cuma dapet 3-5 orderan nunggunya setengah mati. Kalian sama saja menyiksa mitramu sendiri",2024-04-09 08:53:05,0,NEGATIF,biaya jalan mahal gojek ramai turun harga peduli sangkut paut total saham langgan harga wajar kompetitor berani murah alhasil rame dampak ongkos kirim mahal jenguk driver goride gocar nganggur hari order nunggunya mati siksa mitra
Muhammad rizky,1,"Susah dpt driver udah 4x pesen tetep gk dpt pindah dari menu go ride ke go car cmn hasilny nihil sama aja, parah sih",2024-04-07 20:09:55,0,NEGATIF,susah driver pesan tetep pindah menu go ride go car cmn hasilny nihil aja parah sih
KnockMan Knock,1,"Di update malah makin gk jelas! Pesen goride gk ada satupun yg nyangkut padahal di map rame Pesen gofood driver muter"" padahal udah di foto depan rumah,jalan, sampek nama juga gk sampek sampek Driver sama profil beda orang !",2024-04-07 19:55:21,0,NEGATIF,update pesan goride satu nyangkut map ramai pesan gofood driver muter foto rumah jalan sampek nama sampek sampek driver profil beda orang
Cleopatra Siti Fatimah,3,"Gojek skrg kenapa gak kayak dulu ya, cari goride aja susah banget, giliran udah dapat drive nya, eh malah jauh banget, mohon pelayanan bisa kembali lagi gak seperti dulu🙏",2024-04-07 17:51:12,0,NEGATIF,gojek kayak cari goride susah banget gilir drive nya eh banget mohon layan
Danker Boys,1,"Jujur gue kecewa sama driver sekarang,saya baru pertama kali download gojek dan saya dapat voucher diskon 9/10rb..saya pesan goride dan saya lihat di maps tuh banyak banget drivernya,tpi kenapa kok gk mau di order kan sombong toh.jujur saya kecewa banget lebih baik aplikasi sebelah udah murah dan meskipun tampilannya agak jauh di bandingkan ini aplikasi.maaf sekian dan terimakasih.",2024-04-07 16:51:24,0,NEGATIF,jujur kecewa driver kali download gojek voucher diskon rb pesan goride lihat maps banget drivernya tpi order sombong jujur kecewa banget aplikasi belah murah tampil banding aplikasi maaf sekian terimakasih
Lulu Kamila,4,"Saya pengguna gojek. gosend,gopay,goride,gocar,dll. Memuaskan:) Hanya saja sedikit kecewa dengan goride,kalau habis/sebelum hujan,cari driver yg mau pick up pasti susahnyaaaa ampun ampun. Beda sama driver gr*b,meskipun baru selesai/sedang hujan,pasti di pick up. Saya suka sekali dengan gojek,hanya itu saja kekecewaan nya",2024-04-07 13:19:27,0,NEGATIF,guna gojek gosend gopay goride gocar muas kecewa goride habissebelum hujan cari driver pick up susah ampun ampun beda driver grb selesaisedang hujan pick up suka gojek kecewa nya
Jaki Mubarok,1,"Ada yang sekongkol antara sesama driver Go-Jek, saya order goride pas driver datang langsung nanya nama dan alamat tujuan (nama saya dan tujuan saya disebut dengan benar oleh driver tersebut) namun setelah sampai driver tersebut bilang kalo dia offline (tidak pakai aplikasi) saya cek diaplikasi driver yang saya order mengirim foto bahwa dia sedang menunggu dititik jemput, sedangkan saya sudah sampai ditujuan. Dan driver yang mengantar saya meminta tarif 2x lipat dari tarif diaplikasi",2024-04-07 03:42:23,0,NEGATIF,sekongkol driver go jek order goride pas driver langsung nama alamat tuju nama tuju driver driver bilang offline pakai aplikasi cek aplikasi driver order kirim foto tunggu titik jemput tuju driver antar tarif lipat tarif aplikasi
Siti Suryani,1,"Gojek layanan nya jelek bgt, nunggu go ride sampe 45 menit terus mencacikan pesananmu",2024-04-05 20:48:04,0,NEGATIF,gojek layan nya jelek bgt tunggu go ride menit caci pesan
Iwan Hanjoyo,5,enjoy hassle free ride sharing transport,2024-04-05 12:39:23,1,POSITIF,enjoy hassle free ride sharing transport
Adriani Djohan,1,Selalu dapat driver jauh2. Kalau pesen goride mau buru2 mau kerja bisa dipecat krn kelamaan! Apalagi kalo pesen Gosend. Bisa 15-20 menit jaraknya bisa 3-5 kilo. Ga kasihan sama drivernya apa?,2024-04-04 10:51:17,0,NEGATIF,driver pesan goride buru kerja pecat pesan gosend menit jarak kilo kasihan drivernya
ABRINI SITUMORANG,1,"Ada apa dengan Gojek sekarang, masa pesan go ride drivernya jemputnya jauh2 ada yang 10 menit ada 12 menit dan bahkan ada yang lebih. Saya kira hanya berlangsung beberapa hari, tapi ini sudah hampir 1 bulan, mana butuh buat tranportasi pagi ke kantor lagi. Gimana sih sistemnya? Kasihan kita konsumen dan kasihan drivernya juga loh.... Padahal udah jadi konsumen Gojek dari dulu. Kalau begini lambat laun jadi konsumen setia aplikasi sebelah ajalah...",2024-04-03 08:40:03,0,NEGATIF,gojek pesan go ride drivernya jemput menit menit butuh tranportasi pagi kantor sih sistem kasihan konsumen kasihan drivernya loh konsumen gojek lambat laun konsumen setia aplikasi belah aja
Bedjo Milyhya,1,"pas belum topup gopay diskon nya ada bh buat goride, pas udah topup gopay diskon nya ilang, kelawakan aplikasi no urut 2 gini amat",2024-04-02 15:28:37,0,NEGATIF,pas topup gopay diskon nya bh goride pas topup gopay diskon nya ilang lawa aplikasi nomor urut
Glukosa,1,Untuk kali ini saya merasa kecewa sama aplikasi gojek. Saya pesen gorider. Aplikasi memilih driver yg lokasih nya jauh dari lokasi ku. Padahal banyak driver di dekatku yg mangkal. Terlebih aku harus menunggu sampai 40 menit untuk driver tiba. Mau batelin gak enak sama driver nya. Karena ini bukan sala driver nya. Ku harap segera di perbaiki.,2024-04-02 13:08:07,0,NEGATIF,kali kecewa aplikasi gojek pesan gorider aplikasi pilih driver lokasih nya lokasi ku driver dekat mangkal tunggu menit driver batelin enak driver nya sala driver nya ku harap baik
Thomas Saputra,1,"Bisa bisanya sih depan saya gojek driver 3 orang sibuk ketawa ngobrol liat liat hp order saya ga diambil ambil. Saya edit payah emang gojek bisa bisanya saya depan Indomaret mesen goride ga ada yg mau ambil, pas saya sebelahan sama driver lagi liatin hp. Besok saya ganti Grab aja ya payah kamu",2024-04-01 21:25:44,0,NEGATIF,bisa sih gojek driver orang sibuk ketawa ngobrol lihat lihat hp order ambil ambil edit payah gojek bisa indomaret mesen goride ambil pas belah driver liatin hp besok ganti grab iya payah
Cahya Siti Kamilah,3,"Tolong, saya jam 20.30 pesan goride tapi ga dapet dapet hingga larut, padahal di layar ada gambar motor banyak, bagaimana ini solusinya?",2024-04-01 20:40:34,0,NEGATIF,jam pesan goride larut layar gambar motor solusi
Abisag Wijaya,1,"Drivernya banyak alesan, bilang ga bawa helm trs ngapain ambil pesenan goride saya????? Pas sy minta cancel aja dari dianya, gamau dianya mo ambil helm dulu, knapa ga mau cancel???? Takut poinnya turun???? Klo gitu ngapain ambil pesenan saya!!!! Mana ngajak ribut lagi!!!!! Kurang ajar!!!!!",2024-04-01 20:25:45,0,NEGATIF,drivernya alesan bilang bawa helm ambil pesan goride pas batal dia dia ambil helm knapa cancel takut poin turun ambil pesan ngajak ribut ajar
himatul ulya,5,Alhamdulillah kalo pas pake goride supirnya bagus2 dan sopan,2024-04-01 12:31:36,1,POSITIF,alhamdulillah pas pakai goride supirnya bagus sopan
Affan Waladi,1,"Gojek kenapa? pesen goride aja 30 menit gak daper driver, padahal banyak driver di sekitar. Pantes mau bangkrut.",2024-05-31 18:35:46,0,NEGATIF,gojek pesan goride menit daper driver driver pantes bangkrut
Go Ber,1,"Katanya mitra/partner tapi driver di paksa harus narik goride,klo nolak atau cancel pihak goto gojek langsung kunci orderan driver, sehingga 1X24 jam gak di kasih orderan, nyalain gofood sama send ga ada yang masuk kecuali hujan deras bgt baru orderan food masuk, bawa goride /penumpang padahal bayarnya mahal tapi masuk ke driver gila bener potongannya, pihak gojek memotong sepihak, sesukanya hampir 50%padahal pemerintah udh menetapkan potongan ke driver 15%, sekarang gojek licik,culas curang,.",2024-05-29 18:06:19,0,NEGATIF,mitrapartner driver paksa narik goride klo nolak batal goto gojek langsung kunci order driver jam kasih order nyalain gofood send masuk hujan deras banget order food masuk bawa goride tumpang bayar mahal masuk driver gila potong gojek potong suka perintah tetap potong driver gojek licik culas curang
Muhammad Handhika Permana,2,"Aplikasinya sebenarnya bagus tapi pengemudinya banyak yg ugal-ugalan, saya 2x hampir kecelakaan gara2 pengemudinya yg ugal-ugalan. Tolong gojek mungkin bisa di kasih sosialisasi terhadap para pengemudinya (goride khususnya) yg ugal-ugalan saat menghantarkan penumpangnya. Terima kasih, sukses selalu gojek",2024-05-29 15:54:32,1,POSITIF,aplikasi bagus mud ugal ugalan celaka gara mud ugal ugalan gojek kasih sosialisasi mud goride ugal ugalan hantar tumpang terima kasih sukses gojek
Retno Sekar sari,5,"Saya selalu pakai Goride dan Gocar bila bepergian dekat maupun jauh. Saat sy membutuhkan dgn tiba-tiba waktunya, sy bisa dgn mudah mendapatkan Goride maupun Gocar. Sy senang dgn pelayanan jasa ini. Sy berharap Kualitas Bagus ini dipertahankan dan ditingkatkan terus sesuai dgn kemajuan teknologi dan kebutuhan pelanggan Go-Jek. Trima kasih banyak ya..utk semuanya...🙏",2024-05-29 08:18:01,1,POSITIF,pakai goride gocar pergi butuh mudah goride gocar senang layan jasa harap kualitas bagus tahan tingkat sesuai maju teknologi butuh langgan go jek terima kasih kasih utk
windhy tisna,3,Untuk gopay sih oke2 aja nga ada masalah Tapi setiap aku pesen gocar tujuan ke rumah sakit (rs) selalu susah.. Begitu dapat ee.. Drivernya minta cancel.. Pake akun suami pake goride juga sama.. Mending tujuan rs dihilangkan deh daripada kita berharap..,2024-05-27 20:01:42,0,NEGATIF,gopay sih oke nga pesan gocar tuju rumah sakit rs susah ee drivernya cancel pakai akun suami pakai goride tuju rs hilang deh harap
Rizky Kurniansyah,1,"Mesen goride dapet driver jauh-jauh mulu, padahal driver terdekat ada, mesen goride mau nya biar lebih cepet malah makin lama karena nunggu driver yang posisinya jauh, mending pindah ke aplikasi ijo satunya kalo gini terus",2024-05-26 18:32:02,0,NEGATIF,mesen goride driver mulu driver dekat mesen goride nya biar cepat tunggu driver posisi pindah aplikasi ijo satu
Wawan Kuswanda,5,Perjalanan jd mudah dengan adanya go ride dan gocar,2024-05-26 14:11:52,1,POSITIF,jalan mudah go ride gocar
Koko Minako,5,Mantap gofood nya ... goride ny harus lebih murah ... biar angkutan kemitraan masyarakat menjadi lebih maju dan ramai peminat,2024-05-26 07:01:23,1,POSITIF,mantap gofood nya goride ny murah biar angkut mitra masyarakat maju ramai minat
Choco Chips,5,"Sy juga driver go ride min. Sangat disayangkan kalau orderan dibuat susah sekarang dan malah bensin 2x pengeluaran akhirnya saya akali beli cuman 5rb supaya ga rugi sejak system yg paling terdekat diterapkan. Sejak system goride yg sangat terdekat diterapkan otomatis pendapatan kita berkurang drastis, kita sebagai costumer gojek juga tidak bisa membantu orderan seperti biasanya bahkan belanja di tokopedia. Semoga system update terbaru pendapatan kita kembali konsisten diatas 200 lagi amin",2024-05-25 22:40:32,0,NEGATIF,driver go ride min sayang order susah bensin keluar akal beli cuma rb rugi system dekat terap system goride dekat terap otomatis dapat kurang drastis costumer gojek bantu order belanja tokopedia moga system update baru dapat konsisten atas amin
Jalaludin,4,"Saya suka pake jasa goride/gocar. Seneng aja denger curhatan mereka, cerita mereka, keluh kesah mereka. Cerita sedih, cerita bahagia semuanya saya rangkum jadi motivasi buat diri sendiri 👍👍",2024-05-25 19:29:54,1,POSITIF,suka pakai jasa goridegocar neng denger curhatan cerita keluh kesah cerita sedih cerita bahagia rangkum motivasi
Rafli Andrean,1,Mana nih kota bandung tidak ada go ride atau gocar instan. Ngak kedepan banget menjengkelkan. Mau pesen aja gak keluar drivernya padahal saya lihat sebagian lalu lalang gak mau ambil dari hemat biasa sampe comvort,2024-05-24 23:09:34,0,NEGATIF,kota bandung go ride gocar instan ngak depan banget jengkel pesan drivernya lihat lalang ambil hemat comvort
muhamad arlin,3,Abis di update malah ga bisa dipakai goride dan gocarnya 😪😪😪,2024-05-23 21:17:10,0,NEGATIF,habis update pakai goride gocarnya
nur din,5,Cara cepat ngeride bebas macet,2024-05-23 11:40:50,1,POSITIF,cepat ngeride bebas macet
Reyhan Alifya,4,"Untuk saat ini saya hanya pakai gofood saja dan jarang menggunakan goride/Gocar karena masih trauma dengan cara mereka mengendarai kendaraan dan sempat membuat saya celaka. Masukan saja, lebih banyak promo Gofood dan Voucher Gratis ongkir/potongan ongkir seperti driver Oren.",2024-05-23 00:50:06,1,POSITIF,pakai gofood jarang goridegocar trauma kendara kendara celaka masuk promo gofood voucher gratis ongkirpotongan ongkos kirim driver oren
Mira Chu1997,1,"app nya suka ngelag, pesen gocar g dpt2, pas udah beralih ke goride malah tetep diterusin gocar nya.. malah bikin rugi uang n ngganggu banget krn driver gocar telpon trs",2024-05-22 19:22:24,0,NEGATIF,app nya suka ngelag pesan gocar dpt pas alih goride tetep diterusin gocar nya bikin rugi uang ngganggu banget driver gocar telpon
Ahmad Muhajir,1,"Go Ride XL, tapi Vario Rugi dong.. Cuma GRAB yang bener",2024-05-22 11:48:18,0,NEGATIF,go ride xl vario rugi grab
siska widya,1,"Pada 17 mei jam 6.11 am, saya order goride pembayaran gopay gagal dua kali, tapi saldo gopay berkurang dan belum kembali sampai sekarang, wkkwkwkwkwk tapi pas pakai pembayaran tunai bisa, gatau bug atau apa di sistem tapi itu bener bener merugikan",2024-05-19 21:47:47,0,NEGATIF,mei jam am order goride bayar gopay gagal kali saldo gopay kurang wkkwkwkwkwk pas pakai bayar tunai bug sistem rugi
Yuli Yanti,2,suka sebel akhir² ini stiap bli go food atau mau mau go ride gojeg dpet driver nya lama bngt,2024-05-19 10:48:57,0,NEGATIF,suka sebel akhir bli go food go ride gojeg dpet driver nya bngt
mira septiani,1,Kemarin siang masih bisa pesan goride pake gopaylater tp pas malam tiba-tiba di gopaylater di blokir. Padahal tagihan belum jatuh tempo dan limit masih sangat sangat banyak. Sudah laporan tapi belum di tanggapi. Kecewa,2024-05-19 09:42:59,0,NEGATIF,kemarin siang pesan goride pakai gopaylater pas malam gopaylater blokir tagih jatuh tempo limit lapor tanggap kecewa
Tya Napt,1,"Awalnya aku top up gopay 10rb buat pesan goride pake voucher gak bisa padahal harganya di bawah 10rb trus aku nyoba goride yang harganya lebih di atasnya aku top up lagi 10rb eh malah gak masukk di gopay trus di pake voucher masih gak bisa karna saldo harusnya 20rb masih tetep 10rb trus aku top up lagi 20rb, masuklah jadi 30rb, 10rb ku manaa woyyy, harusnya total 40rb, trus aku buat pesen goride masih gak bisa tulisan nya ada masalah tapi saldo ku kurang anjayyy yang bener ajaa",2024-05-17 06:44:51,0,NEGATIF,top up gopay rb pesan goride pakai voucher harga rb nyoba goride harga atas top up rb eh masukk gopay pakai voucher saldo rb tetep rb top up rb masuk rb rb ku manaa woy total rb pesan goride tulis nya saldo ku anjay ajaa
Aning Azha,5,sangat memudahkan konsumen aplgi yg go ride transit,2024-05-16 16:51:37,1,POSITIF,mudah konsumen aplgi go ride transit
Agnes F,2,Ini server nya masih down terus kah? Voucher go ride nya ga muncul trs padahal butuh,2024-05-16 16:43:20,0,NEGATIF,server nya down voucher go ride nya muncul butuh
Sella Yonita,1,Gembel .gofood skrng vocer banyak tapi gabisa pake cash atau gopay. mana vocer goride eror mulu wkwk,2024-05-16 12:17:42,0,NEGATIF,gembel gofood vocer pakai cash gopay vocer goride eror melulu tertawa
Siti Armanda Islamiyah,1,"Makin kesini makin jelek, pelayanan cs nya lama banget, reedem voucher goride tapi ga bisa dipakai",2024-05-15 16:32:51,0,NEGATIF,kesini jelek layan cs nya banget reedem voucher goride pakai
Mochamad Gunadi,2,"Kpd GOJEK YTH, saya hanya ingin memberikan saran, bahwasannya terkait pemesanan goride dan gocar, khususnya goride tolong lebih bijaksana lgi dalam memilih driver yang benar2 ingin menjadi driver, saya sudah 30 menit menunggu tidak ada yg mau menjemput saya dan membrikan alasan inilah itulah, smpai2 saya telat keberangkatan travel dan akhirnya saya harus bayar tiket 2x blm lg biaya gojeknya, bukan hanya sekedar uang yang rugi tapi waktu saya juga rugi, Trm ksh.",2024-05-15 15:53:41,0,NEGATIF,gojek yth saran bahwasannya kait mesan goride gocar goride bijaksana pilih driver driver menit tunggu jemput membrikan alas smpai lambat berangkat travel bayar tiket biaya gojek dar uang rugi rugi terima ksh
Gyaku Hagatan,1,Aplikasi gak bgt tiap kali order go ride drivernya minta ampun jauhnya lebih jauh dri tujuanya . Belum klo drivernya gak jalan jalan . Apalagi klo ujan gak ada yg mau ngambil .,2024-05-15 11:50:02,0,NEGATIF,aplikasi banget kali order go ride drivernya ampun jauh tujuanya drivernya jalan jalan ujan ambil
Rasyid,5,"Good, banyakin promo goride comfort ya 😄",2024-05-13 12:17:12,1,POSITIF,good banyakin promo goride comfort iya
Pras Tiyoe,2,Promo goride berhasil di redeem tpi tdk ada di halaman promo percuma ga bisa di pake promonya....,2024-05-13 01:37:46,0,NEGATIF,promo goride hasil redeem halaman promo pakai promonya
Nova Hangoluan Saputra Manurung,5,"Buat hidup lebih mudah, mau pergi pake Goride Gocar, mau makan tanpa repot keluar pake Gofood",2024-05-12 15:25:55,1,POSITIF,hidup mudah pergi pakai goride gocar makan repot pakai gofood
rima fatmawati16,1,"Setiap pesan goride atau gofood dapat terus yang jauh Padahal saya buru buru, di cancel kasian mas ojolnya udah lewatin lampu merah Tapi posisi saya buru buru juga Jadi serba salah Pesan gofood mencari driver sampai stengah jam Begitu dapat driver , ojolnya sekitar 2km ke resto Begitu tiba diresto ,ojolnya nunggu lagi soalnya resto nunggu ojol dateng Parah banget itu resto, saat mencari driver resto nya coba untuk masak , biar pas ojol dateng tinggal ngambil Pengen makan nunggu 1jam lebihan",2024-05-12 02:10:06,0,NEGATIF,pesan goride gofood buru buru batal kasi mas ojolnya lewatin lampu merah posisi buru buru serba salah pesan gofood cari driver stengah jam driver ojolnya km resto diresto ojolnya tunggu resto tunggu ojol parah banget resto cari driver resto nya coba masak biar pas ojol tinggal ambil makan tunggu jam lebih
Abdul Havid,1,"Kenapa rute yang diambil pas goride selalu rute yang terjauh ya?, costumer juga bisa milih rute dong. Sama estemasi waktu gofoodnya kacau. Ga ada perbaikan",2024-05-09 10:38:23,0,NEGATIF,rute ambil pas goride rute jauh costumer milih rute estemasi gofoodnya kacau baik
10 Karina Erwin,1,"Kirain kalo langganan gojek plus itu potongannya beneran 8 ribu buat goride, ternyata cuman potongan 2 ribu anjirlah",2024-05-08 11:34:32,0,NEGATIF,kirain langgan gojek plus potong beneran ribu goride cuma potong ribu anjir
Fahru Ve,2,"Sering banget pake Goride, tapi ga pernah dapet coin!!!",2024-05-05 17:36:14,0,NEGATIF,banget pakai goride coin
siti ramadhani,5,"Gojek selalu memberikan yang terbaik untuk pengguna nya Dari gofood nya, goride nya Semuanya memuaskan pelayanan nya.",2024-05-05 11:46:53,1,POSITIF,gojek baik guna nya gofood nya goride nya muas layan nya
Tyrant XD,4,"Banyak sekali driver goride yang menerima pesanan tetapi si driver masih melakukan aktivitasnya sendiri, saya yang sudah siap jadi harus tetap menunggu lama,yang di aplikasinya 3 menit dikarenakan hal tersebut bisa jadi lebih lama",2024-05-04 18:04:18,0,NEGATIF,driver goride terima pesan si driver aktivitas tunggu aplikasi menit
Duval Thalib,1,"Udah gabisa lagi pesan tiket KRL langsung lewat GoTransit. Harus banget masukin alamat stasiunnya baru bisa beli tiket KRLnya. Eh giliran stasiunnya deket malah gabisa beli tiketnya sama sekali, dipaksa pake GoRide. Betulin tolong, buang-buang duit buang-buang waktu namanya.",2024-05-04 12:32:31,0,NEGATIF,pesan tiket krl langsung gotransit banget masuk alamat stasiun beli tiket krlnya eh gilir stasiun beli tiket paksa pakai goride betulin buang buang uang buang buang nama
Nomnom,2,"Duh tolong dong driver go ride ditatar Lg driver nya parah serius ngawur nya udh bawa penumpang ngawur,srudak sruduk,bahayain org",2024-05-03 20:39:39,0,NEGATIF,aduh driver go ride tatar driver nya parah serius bicara sembarang nya bawa tumpang ngawur srudak sruduk bahayain orang
Rayhan Firdaus,1,"apa apaan go transit skrng digabung sama go ridetransit, jadinya ga bisa edit stasiun kalo tujuannya berubah, padahal sblum update bisa, kalo diupdate makin nyusahin mending gausah di update. Tujuannya update kan untuk memudahkan bukan malah mempersulit.",2024-05-03 19:47:05,0,NEGATIF,go transit gabung go ridetransit edit stasiun tuju ubah sblum update diupdate nyusahin gausah update tuju update mudah sulit
Bagoes Yan,1,"Gojek blunder dengan sistem go ride sudah tidak terdekat lagi,jemput ny jauh2 auto customer pindah ke grab yg masih pake sistem terdekat🤣🤣",2024-05-03 10:58:58,0,NEGATIF,gojek blunder sistem go ride dekat jemput ny auto customer pindah grab pakai sistem dekat
Yaqub Maulana Yusup,1,Goride hemat jangan di pakai uy Kasihan driver Lo mau murah jalan kaki kalau gak pakai angkot,2024-05-02 18:15:09,0,NEGATIF,goride hemat pakai uy kasihan driver murah jalan kaki pakai angkot
DEMEN MEGENDING -DM,1,"sekarang sistem gojek hancur,apl b*s*k,setiap order driver'a selalu lama,krna jarak driver terlalu jauh entah itu food,goride,gosend",2024-05-01 07:18:51,0,NEGATIF,sistem gojek hancur apl bsk order drivera krna jarak driver food goride gosend
pinauli novalina,1,"Skrg gojek susah bgt pesen yg gocar !!! Mau pake gocar biasa , apalagi gocar hemat makin ga akan dpt , hapus aj vitur gocar ny, goride aj ..",2024-06-30 12:00:04,0,NEGATIF,gojek susah banget pesan gocar pakai gocar gocar hemat hapus vitur gocar ny goride
Teddi Kusnariadi,5,"Selama menggunakan aplikasi gojek (gosend, gofood, gocar, goride), belum pernah dikecewakan, semuanya baik-baik saja, semoga bisa dipertahankan, serta dapat ditingkatkan lebih baik lagi.",2024-06-29 17:38:50,1,POSITIF,aplikasi gojek gosend gofood gocar goride kecewa moga tahan tingkat
Nam,1,gmn si udh langganan vouch go plus mlh goride nya cuma diskon 2k nyeselllll,2024-06-29 13:35:46,0,NEGATIF,si langgan vouch go plus mlh goride nya diskon nyesel
Rosalina Elyakim,1,"Gojek sekarang makin ga bener sih, sering banget pesan goride comfort malah motor yang datang sama kaya goride hemat. Ngerugiin banget sih udah bela²in pesan yang comfort lebih mahal malah yang datang begitu mending pesan goride yang hemat aja sekalian. Udah gitu gocar nya juga kalo pada ga mau kerja ngapain sih..pesan gocar di cancel Mulu sama driver tanpa konfirmasi. mending aplikasi sebelah deh selalu memuaskan pelayanan mereka",2024-06-29 12:38:36,0,NEGATIF,gojek sih banget pesan goride comfort motor kaya goride hemat ngerugiin banget sih bela in pesan comfort mahal pesan goride hemat gocar nya kerja sih pesan gocar batal melulu driver konfirmasi aplikasi belah deh muas layan
I Farisa,3,"Kalo ujan gocar, goride ga ada yang nerima",2024-06-28 07:49:24,0,NEGATIF,ujan gocar goride nerima
Vicianto Kurnia Putra,4,"Catatan saya pada layanan goride terjadwal, harapannya dengan kita sudah menjadwalkan pesaanan maka ketika tiba waktu yg dijadwalkan dapat langsung berangkat, jadi ekspektasi saya driver sudah didapatkan beberapa jam sebelum waktu yang dijadwalkan, sehingga driver pun bisa persiapan. Realitanya Driver baru akan dicari sesaat waktu yang telah terjadwal, ini sama saja dengan layanan sewaktu, baru cari driver saat waktu pemesanan, menunggu lg sampai waktu yg dijadwalkan terlewati.",2024-06-28 04:59:59,1,POSITIF,catat layan goride jadwal harap jadwal pesaanan jadwal langsung berangkat ekspektasi driver dapat jam jadwal driver siap realitanya driver cari jadwal layan cari driver mesan tunggu jadwal lewat
Azka Fitri,5,Banyakin promonya khususnya goride and gofood,2024-06-27 09:51:07,1,POSITIF,banyakin promonya goride and gofood
erika putri,1,"Aplikasi semakin lama semakin buat bingung, order goride gocar lama bgt ga dpt dpt driver",2024-06-27 07:52:34,0,NEGATIF,aplikasi bingung order goride gocar banget driver
