userName,review_text,score,sentiment,label,date
Bagus Tri Sukma,"Tolong untuk goride tidak perlu di pisah antara yang hemat sama yang comfort,karena percuma jika tidak ada perhatian dari pihak gojeknya,pengalaman saya pesan comfort tapi motor yang datang beda plat nomor beda jenisnya (masuk kategori hemat).Tolong lebih diperhatikan lagi khusus driver goride nya,karena keselamatan diatas segalanya.",4,Positive,1,2024-04-12 20:35:33
ika Safitri,"Kenapa ya, Setiap saya pesan goride, saya dapat drive2 posisi jauh, 7-10 menit saya harus menunggu, padahal ke tmpt kerja saya 10 menit, mau saya cancel mereka minta jgn dicancel, seharusnya pesan goride utk cpt dan aman sampai, ini malah lama, tolong kasi posisi driver yg dekat, dan tolong driver menyediakan helm yg bersih, kadang2 helm yg dikasi utk konsumen bau sekali membuat tdk terpakai helmnya",2,Negative,0,2024-04-12 12:32:50
Fafa amelia,Sering pake gojek ayodong buat mimin nya banyakin vocher GO-RIDE nya 😭,5,Positive,1,2024-04-10 21:19:41
johan dri10,Makin ke sini gojek makin pelit y Voucher goride aja dalam waktu kurang dari 5 menit sudah gak bisa claim padahal hanya seminggu sekali,1,Negative,0,2024-04-10 09:30:08
Toni Tjung,"Ngasih promo ga niat, GORIDEAJA jam 12:01 masa voucher habis haha. Ada minus bintang nya sih gw kasih minus buat promo nya. Kalau aplikasi nya sih Oke lah bintang 4-5.",1,Negative,0,2024-04-09 18:46:12
Trisna Damayanti Hutabarat,"Kayaknya gak usah pake gocar/goride layanan hemat dech klo emng gak bisa digunakan,tiap x dipake bnyk bener alasan driver..🫣🥺🤔",3,Negative,0,2024-04-09 08:53:05
tirex youman,Parah gofood dan dan goride pada buat kesal hati gak sopan,2,Negative,0,2024-04-07 19:55:21
Nani,"Kalau goride bayar pake gopay dapat drivernya yang jauh, menunggu lama. Tolong perbarui",4,Negative,0,2024-04-07 17:51:12
Vritty Juliana,"Dari waktu yg ditentukan selalu telat,baik goride, gofood🥲",1,Negative,0,2024-04-07 16:51:24
Kim Jong Un,"LENGAH DIKIT UDAH 14 TAHUN AJA Gak berasa, udah 14 tahun kita bersama xD Dulu, …mesen ojek mesti ke gang depan, …delivery cuman bisa berapa restoran, …ngirim barang nyampenya gak instan. Sekarang, lengah dikit, …ojek dateng, laper ilang, paket nyampe, …ke luar negeri dikit, kangen GoRide, kangen GoFood, kangen GoSend, …ehh tau-tau, udah 14jt+ km (rasa-rasanya sih) kita ngaspal :3 PERBAIKI AJA DULU APLIKASINYA, BIKIN RESPONSIF DAN TIDAK MEMBINGUNGKAN USER! LENGAH DIKIT USER PINDAH KE SEBELAH!",1,Negative,0,2024-04-07 13:19:27
Lala Apriliani Atika,"Capek bgt, dapet drivernya susah. goride atau pun gocar dah males bgt pakai ini aplikasi. Bye",1,Negative,0,2024-04-07 03:42:23
Resha Siswanti,"Gojek udah ga kayak dlu. Skrg ongkirnya mahal. Ongkir gofood untuk jarak 1 -2km kayak ongkir untuk jarak 7-10km. Trus ditambah ada biaya layanan juga. Kalo pake mode hemat, prosesnya lama banget. Blm lagi nunggu dapet drivernya. Trus untuk goride kadang susah dpt drivernya. Padahal di lokasi sekitar ada banyak driver. Aplikasi juga sering error.",1,Negative,0,2024-04-04 15:35:35
Eko Arief Maulana,"Perbaikin lagi masalah pemberitahuan/notifikasi, masa diberitahukan kalo gak dapat driver atau driver sedang sibuk pas mau mesan goride lagi untuk kedua kalinya tiba-tiba ada driver dari pesan goride yang pertama",2,Negative,0,2024-04-04 10:51:17
Hilma Cahyati,"Aplikasi banyak bug nya akhir-akhir ini, saya order goride 1x tapi yg terpanggil 2 driver dengan tujuan yg sama dari akun saya, padahal saya hanya order 1x, sering kali hanya cek aplikasi, tapi tiba-tiba terorder sendiri goridenya terutama saat saldo gopay terisi",3,Negative,0,2024-04-03 19:00:58
Nagita Vch,"Sekarang gojek emang nambah kah bayar goride nya? Saya berangkat sekolah bayarnya cuma 15k tapi pas pulang jadi 23 (dulu harganya sama kaya pas berangkat)... Jalan yang diambil pas pulang malah makin jauh... Kasus saya, sekolah di Rawamangun dan pulang ke Klender... Tapi jalur yang dilalui di aplikasi malah melewati Pulo gadung. Harganya pun jadi nambah. Padahal pulangnya lewat jalur yang sama (driver tidak melewati arahan aplikasi karna terlalu jauh) kembalikan seperti semula atau uangku habis.",2,Negative,0,2024-04-03 13:54:22
Muhammad Naufal,Padahal awalnya harga masih masuk akal tapi tiba tiba harga tarif untuk goride jadi makin mahal padahal jalur masih sama,1,Negative,0,2024-04-02 15:28:37
Rama Aqbal Panji Prayoga,"keren nih sekarang gojek, dapat driver nya cepat dan cepat sampai ga nunggu lama, dapat vocher diskon goride, gocar, gofood terus, tapi saya minta tolong dong vocher goride nya ada setiap hari jadi bisa membantu anak sekolah dengan promo yang murah dibawah 5ribu",5,Positive,1,2024-04-02 13:08:07
Verlyn Linette,Saya hampir tiap hari selama 1 tahun pakai gojek tpi tidak dapat voucher diskon goride,2,Negative,0,2024-04-01 21:25:44
Tata Roxette,"gimana ini waktu mau order goride, kendala kok bisa ada keterangan internetnya mati, padhal kuota banyak melimpahh, coba cek gojek di adek, bisa buat mesen, padahal punyaku biasane pakek juga baik2 saja, tolong segera diperbaiki !!",4,Positive,1,2024-04-01 20:40:34
Juni Arto,biaya potong ke driver sangat tidak ngotak .. driver yg panas pansan cs asik dpet duit .. udah gtu pas ngasel goride pas kastamernya gak ada timernya lama bgt buang buang waktu,1,Negative,0,2024-04-01 20:25:45
Bang Mandar,Saya order pakai gotransit tp jemputan goride dari stasiun tidak datang dan tidak ada pengaduan,1,Negative,0,2024-04-01 12:31:36
LangTentacion,mantap dengan ada nya voucher goride dsb.saya pelajar merasa alhamdulillah trims gojek,5,Positive,1,2024-04-01 07:03:12
Mochammad Iqbal Surya Prayoga,Mantao untuk goride saja,5,Positive,1,2024-03-30 22:35:02
Rinawati,"Sejak Gojek hadir saya sangat terbantu. Bukan hanya goride, gocar, gofood, dan gosendnya, saya juga merasakan kemudahan saat dulu ada gomassage dan goclean",5,Positive,1,2024-03-28 18:12:48
Ujang Sobari,"Saya pelanggan go-ride utk jarak pendek, namun akhir2 ini ndak nyaman dengan rekomendasi driver yg jarak jemputnya jauh banget nyaris sama kadang juga melebihi separuh jarak nganternya. Secara agregat merugikan bahan bakar n waktu tunggu.",4,Negative,0,2024-03-28 15:29:39
Talita Talita,"memang agak aneh akhir² ini, pesen gocar/goride sering kali di cancel sama gojek nya, saya suka jengkel, apalagi untuk kebetuhan berangkat anak sekolah, kadang terlambat karena lambat, atau suka eror",4,Negative,0,2024-03-26 17:23:15
Zulfikar Alanis Taji,"Adanya orderan goride hemat , gofood hemat dsb bikin rugi driver secara keseluruhan. Tolong dong di hapus orderan ""HEMAT"" nya & pake tarif normal aja .",1,Negative,0,2024-03-26 14:36:02
Maria Uli,"Untuk hari ini pelayanan gocar sangat buruk dicancel 2x padahal sudah dekat dari jalan rumah saya dan sekalinya dapat sopirnya ga dilayanin padahal pake gocar prioritas?? buruk, sgt buruk gocar. sy sgt kecewa, pdhl sy skrg pake goride & gofood jrg ada kendala spt ini. Bener2 ga akan mau pake gocar lg.",1,Negative,0,2024-03-25 22:52:19
Vian yuni,Untuk goride lebih mudah dulu,5,Positive,1,2024-03-25 05:07:11
Septy Rizky amaliyah,"Kenapa dh klo saldo belum diisi mau order goride misal, harganya murah, giliran abis top up harganya naik. Percuma voucher gratis ongkir min.belanja 50rb/80rb klo barang kosong gk bisa di ganti dg barang yg lain yg harganya mgkn sama, karena otomatis totalan belanja akan kurang dr 50rb/80rb Mana klo barang kosong gk di out of stock lg",3,Negative,0,2024-03-24 11:44:50
Firman Akbar Burhani,"Praktis, kemana saja bisa pake goride",5,Positive,1,2024-03-23 18:31:17
Ramli Siahaan,"Klo segi harga sieh..sdh sesuai bagi pelanggan,,,tp klo buat driver argo ini msh blm pas,,karna goride hemat itu yg dibayarkan pelanggan tetep sama dengan yg normal,,cm bagi driver yg nyesek argonya",5,Negative,0,2024-03-23 13:46:54
Andhika Dhika,"kalo bisa adain fitur goride school khusus anak sekolah argo 5rb, pasti rame deh, kalo saran gw dipake jgn lupa komisi",5,Positive,1,2024-03-22 13:46:11
Joko Sutrisno,Pesen goride Dari duren tiga ke jln margasatwa pdk labu. Demi naikin tarif muter lewat Rs Fatmawati. Kenapa gk lewat trakindo/transmart/jln bhakti. Aenehhh,4,Negative,0,2024-03-22 07:31:46
Mjkt_ 01,Mines waktu siang sulit dapat Drive goride,4,Negative,0,2024-03-21 01:39:30
UGB Group,"Pak, mohon diperbaiki sistemnya, masak bisa order 2 goride sekaligus, pesanan pertama gak sengaja dobel klik,nyantol ke 2 driver sekaligus, kita konsumen yg gak enak sama driver nya. Aplikasi sebelah kayaknya gak bisa dobel sebelum pesanan pertama diselesaikan. Untung drivernya sabar, tapi kita yang harus repot menjelaskan. ( Jawab )kita tahunya dobel setelah kedua drivernya datang. Klo tinggal klik Batal di aplikasi sih gampang. Menjelaskannya ke drivernya itu lho yg repot.",1,Negative,0,2024-03-19 21:35:31
FatmaSitra Creator,"Maaf saya kurangi bintangnya karena makin hari makin gak jelas, order goride makin susah dapat driver, asik di cancel melulu dari gojeknya",3,Negative,0,2024-03-17 08:39:57
Didi Syah,"Mau kasih bintang satu gk tega, sebobrok ini ni apk, awal emang bnyk promo, langganan plus eh promo gedenya ilang malah ganti promo yg plus yg gk seberapa itu, lalu GORIDEAJA sering error ni liat y gw komen jam brp, tau sblm menit ke lima hbs udah mantau eh kode gkbs dimasukin sampai hbs hadeh emang semakin kesini semakin kyk lambang ayam digojeknya eror muluk, perbaiki sistemnya bnyk yang pindah ke sebelah tuh",3,Negative,0,2024-03-15 16:53:56
Minnie Mouse,Gofood 👎 Goride 👍 Gocar 👍 Gosend 👍 Pesan gacoan pake aplikasi orange 50 menit sampai. Pake aplikasi gojek hampir 2 jam baru sampai. 🤣🤣🤣,3,Negative,0,2024-03-15 15:30:24
ulfah2 Sodiqi,"Entah kenapa driver gojek makin hari makin kacau deh, pesan goride dari jam 7.25 malam sampai jam 9.30 malam tidak kunjung bergerak. Ketika ditanyakan tidak mau pickup tp tidak mau membatalkan orderan juga.. sungguh lucu. Dan sering banget kejadian seperti ini",1,Negative,0,2024-03-14 21:17:25
Ika Nur Afifah,"plis promo nya yang jelas khusus buat goride, saya tiap hari pake goride knpa ga pernah dpt promo, sedangkan temen saya slalu dpt potongan 😓 sampe2 saya beli loh buat dpt potongan :' kek gaadil gt pls",2,Negative,0,2024-03-13 18:07:56
Bagas Aditya,"PROMO TERSEDIA, TAPI SEJAM ORDER GO-RIDE DRIVER PUN TAK KUNJUNG PICKUP CUST.",1,Negative,0,2024-03-10 22:04:31
Emmy Simanjuntak,"Buatku yg tinggal agak jauh dr kota,ini aplikasi yg paling cpat utk kita dpat driver,mau pesan goride,ataupun pesan gofood,nunggu gk pake lama,kendaraan driver nya jg oke,dan drivernya sopan,sukses selalu gojek :)",5,Positive,1,2024-03-10 21:25:38
AILENE putri,"Goridenya udah bagus, tapi gofoodnya masih bermasalah besar di driver. Saya sudah menunggu 1jam, tidak dapat driver. Makanan sudah jadi, tapi driver g dapat... Kasian restonya juga kalau makananya sudah jadi...",2,Negative,0,2024-03-10 16:42:42
R,"(Ini kesalahaan pengguna) Jadi awalnya kan saya liat ada promo (10k) di bagian Goride Nah saya penasaran dan asal pencet, eh malahan langsung di cariin driver nya alhasil mau gak mau saya tetep naik juga (mau ngesel juga gak bisa) tujuan nya juga gak tau kemana (ngasal) entah kita pencet tujuannya ngasal apa dari apknya gak tau dah. Yah pokoknya di jadiin pengalaman aja supaya lain kali jgn asal pencet wkwk 🤣🤣",5,Positive,1,2024-03-10 07:43:02
Adam Murtaza,"saya sudah pesen go ride tapi sudah dapat tiba tiba dibilang sayaa belum dapet GO-RIDE jadinya saya dimaki maki sama drivernya lain kali tolong di cek 2x yah pada bagian pemeriksaan, skrg nyari driver setengah mati nunggu makan hampir 1 jam padahal udh prioritas",1,Negative,0,2024-03-09 20:29:44
Muhammad Iqbal,"UNTUK PARA CS YG TERCINTA, KLO PESEN GORIDE JANGAN SEMBARANGAN CANCEL YAA. KASIHAN KE DRIVER NYA, HAL SEPELE TAPI BIKIN AKUN DRIVER NYA JADI BAPUK. KLO PESAN LEBIH TELITI LAGI DILIAT LAGI SUDAH SESUAI ATAU TIDAK. JANGAN SEDIKIT² MAIN CANCEL AJA. OKE TERIMAKASIH KEPADA PARA CS YG BUDIMAN",5,Positive,1,2024-03-09 19:18:18
Diah ayu Risulaningrum,Pesan gocar lama banget gak dapat-dapat sampai nunggu 2 jam mohon di bantu di perbaiki biar pesan gocar biar cepat pesan goride cepet dapet kenapa ya kak terimakasih,1,Negative,0,2024-03-09 15:41:42
Hana Inge Karisma,APASIH MAKIN KESINI KAGA ADA PROMO NIH TUTUP AJA UDAH SEMUA. GA MEMBANTU MAU GORIDE MAU GOFOOD 👎,1,Negative,0,2024-03-09 10:56:45
Latif 77,"Sayang nya gak bisa belanja sayur mayur, cabe bawang dll seperti di GRAB atau SHOPEE... juga beli ro..k..k gak bisa lagi di GO MART. sayang sekali terpaksa ⭐️ sy turunin ya. Walaupun saya jajan di GOFOOD dan pakai jasa GORIDE bisa di kalkulasikan udah puluhan juta kali... tetep masih GAK PUAS. mohon perhatian nya apa yg kita BUTUHKAN bukan yg kalian INGINKAN ya. Thanks..",2,Negative,0,2024-03-08 20:25:27
Haedar Ali,Unggulnya di goride doang pas go car banyak yang nolak,1,Negative,0,2024-03-08 20:17:03
Calypso Pasya,Kenapa go-ride drivernya pada jauh2,4,Negative,0,2024-03-08 19:08:51
Khoiri Alfi,Goride menjadi salah satu pilihan yg mudah & praktis untuk berpergian kemana aja,5,Positive,1,2024-03-08 15:48:56
RETNO SARI,"baru kali ini pesan gofood, driver chat alamat sesuai aplikasi?belum sempat balas krn sedang mengurus anak, lalu driver chat pantes rating nya 4.3 karena slow respon, WAH LUAR BISA SEKALI GOJEK, SAYA BARU TAU TERNYATA RATING SAYA DI GOJEK HANYA 4.3, PADAHAL SELALU MEMAKAI APLIKASI GORIDE DAN GOFOOD, EH TERNYATA RATING 4.3, APAKAH KARENA MALAS MEMBALAS CHAT DARI DRIVER ?HAHA..BARU TAU SESERING ITU MEMAKAI APLIKASI GOJEK RATING HANYA 4.3 PENILAIAN YG SANGAT TDK SUBJEKTIF LANGSUNG UNINSTAL GOJEK",1,Negative,0,2024-03-08 13:22:24
Eka Gandara,Gofood dan Gosend selalu jadi andalan bila ga bs keluar rmh. Goride terima kasih bnyk sllu siap mengantar.,5,Positive,1,2024-03-07 17:32:28
rizki hidayat,"Kocak, harga goride hemat sama aja kayak goride biasa",1,Negative,0,2024-03-06 15:05:26
Marlina Maroni,"Gojek terpercaya baik goride, gocar, gosen,gofood...mereka tepat waktu.kurirnya baik sopan dan ramah terimakasih gojek sukses selalu😍👍👍👍",5,Positive,1,2024-03-05 18:40:52
Firza Angkasa Maulana,Plzzz...jgn ngmng goride hemat kalau sama harganya dengan goride biasa. Jujur gw kecewa banget. Ini apk gojek ga ngotak banget. Gw kira goride hemat biar lebih hemat dan jelas saya lebih menyukai. Semenjak 2 Minggu ini goride hemat harganya sama dengan goride biasa. Kecewa banget sumpah,2,Negative,0,2024-03-04 19:54:11
Wawan Setyawan,"Layanan goride, gofood, gosend dan gomart saya puas. Namun Gocarnya banyak driver yg mengecewakan: tidak gerak, menjauh, tidak bisa dikontak meski pakai gocar prioritas, penumpang butuh kepastian apakah perlu order ulang atau menunggu atau mencari alternatif lain. Sorry, better pakai mybluebird jadwal saya terukur, kendaraan lebih bersih, serta driver ga belagu. Mungkin perlu di review system kemitraan yg saling menguntungkan.",3,Negative,0,2024-03-04 07:42:11
AL ASDAD ARFIYUDA,"tolong perbaiki lagi saya mau pesan gotransit+goridenya ga bisa mulu keterangan selalu ""coba pakai layanan lain""",2,Negative,0,2024-03-03 19:00:04
Ahsan Mariaban,"Semangaaat pagiiiii para pejuang keluarga Sedikit cerita tentang kekecewaan saya pakai GOJEK 1. Saya pernah pesan GoRide, tp lama banget sekitar 30mnt baru dapat driver, sekali dapat driver posisi nya jauh banget. Padahal saya lihat ada sekitr 4driver yg dekat dengan saya & saya juga sempat tanya kalau rekan"" driver itu belum dpt orderan. Jadi karena terlalu lama saya nunggu, saya beralihlah ke GrabBike, tidak sampai 3menit sudah dapat driver & tidak sampai 10mnt driver sudah sampai.",1,Negative,0,2024-03-03 06:47:31
ggr GT,"Baru kali ini sy kecawa sama seorang oknum driver gojek yg meresahkan Emang sy salah nge cancel orderan goride, tp sy cancel juga ngelihat posisi driver belum jalan dan sy cancel karna pgn ngerubah pembayaran dr tunai k ovo..Selang beberapa menit driver yg saya cancel Dateng sambil marah2 dan ngebentak sy didepan rumah/tempat umum. Seharusnya bisa di bicarakan baik2 dan gak usah niat sampai datangi krmh sy cuma buat marah2. Segitu kah pelayanan gojek??? Data oknum driver udah sy simpen,",1,Negative,0,2024-03-02 08:52:21
055 Ukasyah Marhaendra Putra,"Tolong kalo ada driver diajarin pelayanan yg bener. Saya pesen Goride sama driver-nya didiemin doang, posisi driver juga diem doang, udah nunggu setengah jam lebih ujung2nya malah di-cancel sama dia, kalo misalnya gk bisa ambil orderan suruh ngomong ke pelanggan, saya sebagai pelanggan mau kok yg nge cancel orderannya biar rating driver gk minus, kalo gini kan saya yg rugi, nunggu lama hujan2an, ujung2nya malah di-cancel.",2,Negative,0,2024-03-01 23:05:48
Dita Anggraini,"10 menit lalu saya pesan goride. Saya sudah titik sesuai biasanya saya gojek tidak masalah dengan titik tersebut. Saya tambah catatan di gedung lama karena ada 2 gedung. Ketika sampai bapak gojek marah2 ke saya, seumur umur saya punya gojek dan selalu pakai gojek ratusan kali baru kali ini saya di marah2. Sungguh kecewa dengan oknum tersebut. Semoga gojek bisa meningkatkan lagi mutunya, makin malas menggunakan gojek",1,Negative,0,2024-03-01 17:51:42
Meita Aji,aku pake gojek tuh dah dr lama ya. heran nya sm goride harus nunggu 10 x tolakan dr driver baru mau nganterin.,2,Negative,0,2024-02-29 23:06:22
Goeston,"Saya pelanggan setia Gojek dari Bali. Kenapa Gojek akhir-akhir ini sangat mengecewakan pelanggannya ? Order GoFood sekarang lama sekali datangnya,Order Goride pun sering sekali dapat Pak Gojeknya jauh sekali,ditungguin kelamaan karena lokasi pak Gojeknya terlalu jauh,mau cancel pun kasian pak Gojeknya,jadinya serba salah. 😥",1,Negative,0,2024-02-29 08:27:08
Land Lord Picauly DR,"Sangat membantu GoRide, tetapi tidak mampu pulihkan. Dan Gopay juga sampai sekarang , Akun Gopay Plus comment hanya dokumenmu masih di loading tunggu. Padahal sudah dua mingggu",5,Positive,1,2024-02-28 20:50:14
Afri adi,"Aplikasi laknat,,pesan goride jauh2 drivernya,,aplikasi da buruk lebih baguss pakai Maxim ato grab,,Uda GK cocok lagi ne aplikasi di pakai unistall tarik semua gopay pakai dana..",1,Negative,0,2024-02-28 14:45:45
Muf Lihun,Gopay later cara merampok pengguna.. Sy punya tagihan goride 12.000.. Saldo sy ada 57.000.. tagihan sy tdk otomatis debet.. karena sy tdk pegang hape (kendala hape).. begitu aktif ada denda 80.000 .. Sy sangat menyesal menggunakan gopay later,1,Negative,0,2024-02-28 09:16:22
Pryanto Yanto,"Berharap sih harus banyak diskon GO-RIDE, GO-CAR. Saya sudah cukup lama menggunakan gojek",5,Positive,1,2024-02-27 22:01:58
Man Zz,"saya kasih rating yang kurang ada point yang harus di perbaiki saat itu hari senin semua orang juga tau kalo hari senin itu hari sibuk nah kan saya mesan goride nah itu pada saat saya pesan itu sekitar jam 5.45 nah itu pas saya lagi sikat gigi nah saya pesan goridenya,nah saya tunggu lah yaa kan tapi aplikasinya muter terus "" sedang mencari driver "" nah saya tunggu lah itu saya pikir koneksi tapi koneksi saya bagus.saya tunggu lah sampai jam 6.10 baru dapet driver dan jarak penjemput yang jauh.",4,Negative,0,2024-02-27 14:13:31
Mochamad Ade Maulidin,Paket goride dan transit selalu error,1,Negative,0,2024-02-27 00:36:08
Lutfia Noviana,"awalnya iseng download, ternyata berguna banget apalagi kalo lagi males"" nya keluar tapi laper, bisa banget ini sekalian beli makanan. kalo buat goride nya belum pernah nyoba si",5,Positive,1,2024-02-26 20:25:08
Sri Setiowati,"pengguna gojek dari dulu sih tapi kalau setiap ada promo atau saya pakai promo ntah itu goride atau gocar, driver selalu ngecancel dengan alasan kemurahan dan bla bla bla toh ya saya selalu beri tip meskipun ga banyak untuk driver",2,Negative,0,2024-02-25 22:53:17
Fitria Susanti,"good sih ini, ga ngecewain piks bakal langganan nih sm mas mas gojeknyaa, jangan lupa download yaa, banyak promo dan vocer goride yg lebih pas dikantong lohh, makasii banyak gojek",5,Positive,1,2024-02-25 22:12:18
Natanael kasengkang,"Gak BERES APLIKASI,,, SAYA SUDAH BEBERAPA KALI ORDER GO-RIDE, GOCAR, DAN KALI INI GO-FOOD,, SELALU DI CANCEL&NOTIF TIDAK ADA DRIVER,,TOLONG DIPERBAIKI LAGI SISTEM NYA!!!! TERIMA KASIH",1,Negative,0,2024-02-25 14:53:51
Widi Yanto,Udah bagus tolong di pertahankan hanya punya 1 saran. Custemer gojek yg udah lama2 lebih di perhatikan misalnya kasih voucher setiap berapa kali penggunaan aplikasi contoh nya 10X make dapat diskon 15k untuk di pakai bisa goride bisa gofood. Karena saya perhatikan akun gojek yg baru punya anak saya di kasih harga lebih murah dr pada saya yg udah lama make gojek. Ayo lah sayangi Custemer yg udah lama dan loyal dengan gojek.,5,Positive,1,2024-02-25 11:02:00
Cimaung Mau,"Order goride sering dapat pengemudi beda dengan foto, beda motor, bagaimana ini apa pihak gojek tidak mengawasi para pengemudinya",1,Negative,0,2024-02-24 20:52:10
Nathanael K,"Reminder + Kritik dikit aja nih, bukannya ga bersyukur, tapi masa ngasih diskon goride Rp.500? Niat atau engga nih ngasih diskon? Atau emang harganya segitu trus gimmik diskon Rp.500? Besok jadi Rp.100 aja sekalian, lama lama Rp.1. Thanks.",2,Negative,0,2024-02-24 08:37:39
widiastari nigam,pake goride pas mantap,5,Positive,1,2024-02-23 19:51:28
Hery Wijaya,"Jujur gojek itu bagus, cuman pas pesan goride tuh lama, yang deket maupun jauh, stengah jam gak terima terima",2,Negative,0,2024-02-23 13:47:01
Suryani Munarsih,Gojek skrg membingungkan.....saya tiap hari pakai jasa gojek dg mapping jln utama dlm kota.....skrg dg mapping baru klu goride mau jemput diputar lewat jalan setapak daerah pinggiran dg jarak lebih jauh dan wkt lebih lama dan nggak aman rutenya..... mohon kembalikan ke mapping jln utama ya.....saya pengguna gojek dari tahun 2018,3,Negative,0,2024-02-19 20:45:59
Asih Ummu Athifah Farah,Kalau boleh usul ... Konsumen bisa memilih driver goride yg cewek,5,Positive,1,2024-02-19 20:26:23
Easter Andries,bagus.aku suka pakai gofood dan goridenya,5,Positive,1,2024-02-19 12:47:21
Bil Qis,"sangat mengecewakan, saya pesan goride, tp semua driver tdk ada yg bergerak dri titik penjemputan",1,Negative,0,2024-02-18 05:54:46
Rezky Fauzi,"sering lola sekarang, dapat goride susah, gofood gambar gak tampil, lama, loading mulu",2,Negative,0,2024-02-17 21:37:11
Niken Ekha S,"Sudah ikut paket murah supaya lebih hemat tp klo pesen GoRide cuma promo 2000 doang, begitu juga gofood nya jarang bgt dapet promo, klo pun ada promo tetep sama aja bayarnya. sama gopinjam bunganya terlalu besar apalagi buat saya yg sering pakai gojek dan gk pernah telat bayar, jarang ada promo seperti awal2 dulu. Tolong di pertimbangan untuk biaya2 dan bunganya supaya byk org yg bisa mengunakan layanan tanpa galbay karna nominal bunga yg terlalu tinggi. Semoga bisa jd masukan kedepanny",4,Negative,0,2024-02-17 20:49:54
Yulius Sanjaya,"Di aplikasi harga 17rb utk tipe goride hemat penumpang gojek ,akan tetapi dilapangan( di stasiun dll) masih ada biaya retribusi penempatan dll lah alasan paguyuban di lapangan.mulai gak beres ini sistem premanisme masih diterapkan.sy pengguna aktif,jadi lama2 kecewa jika masih ada kejadian seperti ini.perbaiki dan cek lapangan lo perlu sewa Intel.",1,Negative,0,2024-02-17 16:44:16
Nur Hayani,Update ulasan terbaru Gojek 2024 makin kesini makin sedikit promo goridenya buat klaim voucher di jam 00.09 aja udh ga bisa. Makin aneh loh gojek skrg... Sumpah sekian lama pake gojek baru hari ini di tanggal 21/8 gua kecewa bangetttt.. mau book gojek ga bsa dri tdi loading trus padahal internet kenceng. Sampe2 gua telat masuk kantor krna harus nyari ojek pengkolan biasa. This is so bad.,1,Negative,0,2024-02-15 07:03:00
Marjono Siaw,"Sangat disayangkan Untuk pembayaran QRIS toko masih belum bisa menggunakan kartu kredit... Kartu kredit hanya bisa untuk pembayaran goride/gocar dan gofood doang..... Kalau nanti sudah bisa bayar QRIS toko pakai kartu kredit, akan dipertimbangkan bintangnya. Saat ini kasih bintang 3 dulu ...",3,Negative,0,2024-02-15 06:57:01
Nabila Salsabila,"Terimakasih Go-Jek Definisi penyelamat hidup saya. Saya udah pake hampir semua aplikasi ojek online tapi sejauh ini yang terbaik adalah Go-Jek. Saya udah berkali-kali ditolong sama driver Go-Jek, mulai dari bantu ngejar koper saya ketinggalan di bus sampai saat saya lupa absen pulang sampe harus bolak-balik. terimakasih banyak ya Go-Jek dan drivernya selalu menjadi penyelamat saya dimana pun terutama Goride ya.",5,Positive,1,2024-02-14 18:04:25
Jason Myraz,"Aplikasi tololl pesen goride aja lama padahal mitra bnyk, makanya jgn diberlakukan sistem sortir",1,Negative,0,2024-02-12 16:34:32
Chika Rahimawati,"Saya mesen goride tapi salah alamat tujuan, saat di ganti alamat nya kenapa tarifnya lebih mahal ya. Padahal alamat yg baru lebih dekat dari alamat yg salah, selisihnya lumayan banyak. Ternyata ada ongkos edit, ga nanggung"" 5ribu sendri. Padahal lebih deket masih satu jalur juga. Tau gitu cancel aja ngapain di edit"" Kalo salah alamat. Kalo edit alamat pun kena ongkos segala.",2,Negative,0,2024-02-12 06:24:30
Senyum Bestari,Pake goride plus malah lebih mahal,5,Negative,0,2024-02-11 09:26:01
Ulfah Maha Ulya,"Cs gak ada yg online kalo ada kendala apa² susah. GOPAYLATER dikasih limit besar tapi tiap sebulan sekali bisa 2x pengecekan (pembekuan). Semakin tarif gofood dan goride gak masuk akal, lama² jadi gak worth it. Sorry to say tapi emg bikin muak.",1,Negative,0,2024-02-07 11:02:57
Julaidi Selian,"kenapa kode promo ""GORIDEAJA"" tidak bisa digunakan lagi :(",3,Negative,0,2024-02-06 20:35:25
tomson simanjuntak,Sangat mudah dengan adanya goride,5,Positive,1,2024-02-06 20:23:16
ka Irma,Aplikasinya bagus ada promo terbaru yaitu GO-RIDE hemat juga tetapi untuk drivernya ada sebagian yang kurang ramah bahkan menolak karena orderan menggunakan promo.,5,Neutral,0,2024-02-05 20:51:51
Hadi Gunawan,"6 tahun mengunakan gojek,perlu di benahi,driver berbeda dengan aplikasi,apakah boleh orang yang bukan driver memakai akun driver gojek(JOKI).mengantarkan pesanan,takut makanan saya di apa-apin dengan orang yang bukan driver gojek (JOKI),mana lagi motor yang di pakai (JOKI)plat nya berbeda dengan aplikasi,pesan goride juga gitu sih,driver yang jemput orangnya berbeda dengan aplikasi.plat no motor nya juga berbeda,saya jadi was was,takut...tolong adakan vermuk berwaktu seperti grab...",1,Negative,0,2024-02-05 05:26:45
Wati Wati,"mengecewakan setiap mau order gocar pas lgi hujan para driver susah untuk menerima pesanan, apalagi pakai promo terutama yg buat goride, alasan bnyk orderan, lagi rame",1,Negative,0,2024-02-04 21:44:34
Anton Adityorb,Aplikasi nya gampang dipahami dan untuk goride nya pasti dapet murah2 terus,5,Positive,1,2024-02-04 21:04:14
