user_name,rating,review_text,date,label,sentiment
Nanda Astasurya,1,"Aplikasi rusak , pesan gocar kenapa mapsnya malah ngasih arahan jalan yang tidak bisa dilalui mobil , tau perbedaan gocar sama goride gak sih !",2024-03-10 07:43:02,0,Negative
edo septianto,1,"Gila apa apaan nunggu goride ga dapet dapet ketinggalan kereta ini woi ,mau ganti rugi ga kalo.kaya gini casenya njing?",2024-03-09 20:29:44,0,Negative
Sigit Priyanto,1,"Sepertinya apa yg saya rasakan sebagai user lama seperti yg dirasakan user lama lainnya. 1. Minim Promo, 2. Tarif GoFood Mahal, Go Ride Mahal, bahkan Go Car bisa 2x lipat dari Grab Car. Hari ini surabaya ujan, cek dari BG Junction Mall ke Menanggal Go Car 105rb diskon jadi 98.000, GrabCar pakai user istri 65.500 diskon jadi 56.500",2024-03-09 16:27:31,0,Negative
taufiq afga,3,tolong dong udah akhir akhir ini setiap pesen goride pasti dapet driver yang jauh-jauh akibatnya dicancel terus menerus dan menunggu hingga setengah jam lebih. Ntah karena sistem pemilihan driver atau karena lagi sepi driver daerah tersebut (note: daerah kota bandung). Kasihan kalo driver ngambil jauh dan customer pun yang sedang buru buru dibikin kesel menunggu. kalo masih begini terus yang ada pada pindah. padahal saya udah langganan dari awal gojek muncul:(,2024-03-09 15:41:42,0,Negative
Alya Nisrina,2,"lebih baik pada saat driver menuju restoran(gofood) ditampilkan mapsnya driver sudah sampai mana. jadi pembeli bisa tau dan tidak khawatir. pas mesen goride juga kenapa drivernya jauh bgt ya, tolong diperbaiki",2024-03-09 10:56:45,0,Negative
Razan Natural,1,makin lama makin jelek gojek. pesen goride itu selalu ambil drive yg jauh. alhasil banyak saya udh 5 kali dari td di tolak drive krn alesan jauh. alhasil saya pesen grab cuma 5 menit bisa jemput saya dan di grab lbh murah cuma 10 ribu sedangkan di gojek 18 ribu itu pun udh pake voucher. BUKAN KALI INI AJA NGALAMINNYA DAN SAYA PASTIKAN SAYA AKAN UNINSTALL GOJEK. SISTEM NYA KALAU KAYA GINI MULU SAYA JAMIN BAKAL PADA PINDAH KE APLIKASI LAIN,2024-03-08 20:25:27,0,Negative
Aprilla Ayu,1,"Pelayanannya buruk sekali. Terutama kalo pas hujan, tidak ada driver car yg mau ambil, karena entah bagaimana servernya gojek melempar pesanan pas hujan itu jauh2, sehingga rata2 driver minta di cancel, padahal pas banget baru dapat. Begitu terus. Kadang yg goride juga sama. BENAR2 BURUK SEKALI PELAYANAN GOJEK SEKARANG.",2024-03-08 19:08:51,0,Negative
Eef Syarifuddin,4,Untuk tarif goride lumayan murah,2024-03-08 15:48:56,1,Positive
Fanny Fauzy,2,Jelek supir supir goride gocar susah masuk..banyak di cancel oleh driver,2024-03-08 13:22:24,0,Negative
Adzie 82,3,"Coba di kaji ulang setiap pesen order goride ATW gosen ko di kasihnya driver yg jauh padahal driver terdekat banyak,anak saya jadi sering telat sekola,,ATW sistem sengaja menyiksa driver,,saya kasi rate 3 dulu kalo Uda rubah baru di rate 5",2024-03-07 17:32:28,0,Negative
bayu anggoro,1,"gojek ride setan babii... kuota makin besar download tambah lama,tolong dperbaiki amplikasi bangsaattt anjiiiing babiii",2024-03-06 16:28:27,0,Negative
Ida Sayangtiu,1,"limit gopay latter tdk bisa di gunakan , utk goshop, gomart, alfagift, gopulsa. hanya bisa di gunakan utk goride , dan gocar . padahal pembayaran sllu lancar jaya , Tapi tdk memberikan pelayanan terbaik utk pelanggan nya. kecewa sih",2024-03-06 15:05:26,0,Negative
EDI PRASETIYO,1,"Gak pernah dapet promo goride, sekalinya dapet promo nya pas order ilang. Mau Upgrade ke goplus gak bisa"" gak pernah ada solusi dari CS gojeknya",2024-03-05 18:40:52,0,Negative
Suryadi Setiawan,3,"hi, CEO&Direktur2x.ketidak puasan. klaim rdk integrasi dng Order. dimana staf Call center Prioritaskan Wanti2x warning keras. menu bantuan. No.1kan.u/lanjut kerja .jangan. Selesaikan..no.1. wajib mutlak. ,manajemen. bobrok? TDK edukasi staf Call center CustomerService. goride .menu klaim di kontak Krn Driver di W.a Physing. Urus bukti driver Lupa! syarat. wajib..mutlak itu, hanya System'. petugas..yg. akan lanjuti. setelah. foto2x struk .donasi...yg. si anggap. manajemen. memfitnah?!Badan. yatim",2024-03-04 19:54:11,0,Negative
Amien Nugroho,5,"kenapa go clubnya dihapus dan ditiadakan gk dimunculin lagi?bentar2 update bknnya lebih baik tp mlah tambah kacau dan knpa ada voucher kredit debit online dan gk saya gunakan tolonglah itu diganti jadikan voucher goride,gopay,atau gocar lah. Semoga bermanfaat saran saya",2024-03-04 07:42:11,0,Negative
Muhammad Mufti Arief Hermawan,3,Ngga ada yang mau ngambil orderan go ride aku padahal aku pake diskon 5 ribu doang :(,2024-03-04 06:31:28,0,Negative
GARNIA KHAYARRA,1,susah dapet goride,2024-03-03 06:47:31,0,Negative
Edi Edot,5,Semoga lancar jaya gojack. Dan promo goride nya smkin bnyk wkwkwkkwkw,2024-03-02 08:52:21,1,Positive
Nanda Mummarsyah,1,"Ga mutu, saya 2 jam order ga dapat2 di Lebak bulus, baik itu goride maupun gocar",2024-03-01 23:05:48,0,Negative
Okki Pratama,5,"Kasi voucher tu gofood ajah gak usah yg lain, gilirian akun baru banyak voucher gofood nya giliran akun lama hampir gak ada,aneh, ini malahan ngasi vucher goride,ma gocar ngapain udah tau sy sangat jrang pakai nya setahun palingan sekalali.",2024-03-01 17:51:42,0,Negative
Agus Suga,5,Aplikasi ride sharing yg mantap utk bepergian,2024-03-01 14:08:30,1,Positive
Jadi Pangestu,5,"Go ride ,Ga Bisa melayani pas lagi hujan ,padahal gerimis doang 🙏 1 jam order ga ada yg nyangkut ,berharap sm gojek , nyampe kantor telat",2024-03-01 07:20:30,0,Negative
East Timor,4,good rider,2024-04-30 18:07:45,1,Positive
Silke Syahidah,1,"Please gojek kembaliin fitur GoRide Instan dong biar bisa pesen gojek langsung di depan driver biar ga pake lama nunggu kadang suka dapet driver yg jauh kena macet, berangkat jadi terhambat. FITUR GORIDE INSTAN PLEASEE",2024-04-30 12:37:26,0,Negative
James Rionando,1,Mau bayar tagihan gopay later tp aplikasi gangguan melulu..mo order goride gocar juga sring gk ada driver tulisannya pdhl driver nya bnyak trlihat diaplikasi...gojek mkin buruk skrg aplikasinya kyknya uda gk tau diperbaiki dg cepet....,2024-04-30 09:39:05,0,Negative
Nirvana Diva,1,"Gatau kenapa gocarnya sekarang sering cancel/susah banget dapet driver yg deket, pokoknya sulit baget buat pesan gocar, beda sama goridenya",2024-04-30 00:04:29,0,Negative
M.Rafli alvino,3,"Kadang Kalo Hujan Gada Driver Go-ride Yang Mau Ambil Pesanan,Padahal hujan nya udah redah,Terpaksa Harus nunggu lama",2024-04-29 18:05:09,0,Negative
Iyet Sumiyeti,5,selalu ada promo potongan harga ongkos goride jd lbh hemat,2024-04-29 06:58:40,1,Positive
Ritaadriati Phone,1,"Payah gojek sekarang, pesan goride mau nunggu sampai 10 menit, jemputnya jauh",2024-04-28 20:55:48,0,Negative
Asril Asyiddiq,1,"Bintang satu dulu ya soalnya goride untuk daerah Aceh Tamiang, Kualasimpang gk ada goride satupun yg ada pdhal ada, uda saya coba2 berulang ulang tetap gk ada.",2024-04-27 21:05:06,0,Negative
Wari Al Bluesy,1,"Kemarin tgl 26 April 2024 saya order goride, lama datang'y & kata'y ga sesuai titik jadi nyasar. Tiba² apk restart s'diri & dicarikan driver baru, driver tiba, saya dijemput & antar ke tujuan. Slesai? Tidak. Tiba² datang pesan dari driver yg barusan antar, saya anggap ini delay aja. Datang lagi info dari teman kata'y saya order goride, driver udah nunggu saya ga ada ditempat. Kata driver itu saya suruh cancel aja. Nah, saya bingung bgmna cara cancel'y? Di apk saya ga ada aktifitas pesan apapun.",2024-04-27 19:56:38,0,Negative
Habibi Ariski,1,"Dah nunggu gofood lama tau taunya batal, dan go ride lama dapat driver",2024-04-26 21:01:38,0,Negative
nella yunita,5,makasih dapet gratis go ride 😌,2024-04-26 16:47:34,1,Positive
Aghniya Erytama,1,Sistem goride transit parah dikasih ke stasiun yang jauh ditambah sikap driver yang mau enaknya sendiri udah 2 kali order alasan hujan dan ban bocor nyuruh cancel sendiri,2024-04-25 21:59:52,0,Negative
Ai Syaidah,1,Hujan pdahal udah reda.. susah banget cari driver gocar dan goride padhal di maps banyak banget..sekali dapet nya gocar hemat mintand cancel karena ke driver mask nya dikit. Trus ngapain di adain di aplikasi kalau ga mau pada nerima mah aneh.. Kebanyakan driver offline bersergam gojek..jadi online pada di abaikan.,2024-04-25 21:50:38,0,Negative
Sumi Yati,5,"Pellit medit banget yang bayar pake gopay naik goride mau drivernya nganter hujan hujanan , jemput jauh sekarang ga ada tips nya padahal bonus tidak ada, seharusnya paham pengertian lah trus kalau mau kasih tips jangan lihat muda atau tua nya , setidaknya kasih tips buat driver , ingat naik gojek pangkalan lebih mahal. Anda paham!!",2024-04-24 23:41:37,0,Negative
Farrell Alvaro,5,"Aplikasi ini sangat bagus, banyak diskon untuk goride,gocar dan yang lainnya, tapi kadang² pesan gocar sering di cancel sama driver dan susah dapat drivernya",2024-04-24 19:30:12,1,Positive
Alfiana Kusumadani,5,"Membantu sekali, aplikasi mudah digunakan, penyesalan lokasi juga lgs mengikuti. sering aja kita dapat diskonan baik go good atau go ride Kadang diskonnya bisa smp 60%, bikin makin cinta",2024-04-24 15:36:45,1,Positive
Henokh Imanuel Sinambela,5,"nice ride hailing apps, made by Indonesia",2024-04-23 07:05:41,1,Positive
kautsar syathir,5,"Ajiiiibbb gan.. Makin gacoorr dah nih apps,, banyak promo mulai dr Rider,, Food,, Barang dll.. Terus kibarkan sayapmu APLIKASI ANAK BANGSA..!!",2024-04-22 16:31:51,1,Positive
Fio na,1,"buruk. saya memesan goride dengan harga 7.500 tetapi tidak ada yang menerima. saat saya memesan gofood 28.500 langsung ad ayang menerima. sungguh menyebalkan, apa karena bayarannya sedikit? padahal itu diskon yang diberikan aplikasi. sudah beberapa kali saya memesan tetapi tidak ada yang menerima. sebenarnya niat bekerja tidak sih? sangat kecewa",2024-04-22 12:57:38,0,Negative
Yogi Setiawan,2,App sering error mau pesan gotransit mirip seperti goride,2024-04-22 07:18:58,0,Negative
Nurrin Fadilla R,2,"Saya sudah cukup lama pakai GoJek & cukup sering beli makanan pakai GoFood. Pengalaman terakhir saya ketika mau balik dari mudik mau pesen GoCar ke stasiun susah bgt dapet drivernya, sekalinya dapet minta tambahan tip nya smp 100% dari harga di aplikasi. Akhirnya saya coba pesan GoRide, awalnya saya bisa pesan untuk suami saya, tetapi saya tidak bisa memesan GoRide lagi & harus nunggu GoRide sebelumnya sampai tujuan. Akhirnya saya terlambat & ketinggalan kereta.",2024-04-21 23:09:24,0,Negative
Faza Fauzan Azhima,1,"nunggu sampe sejam goride, tapi tulisannya sibuk terus. ini emg beneran pd sibuk gojek ny atau emg aplikasi nya lagi error???",2024-04-21 20:09:15,0,Negative
New VenomReborn,1,"Gk guna goride sama gocar giliran hujan gk ada yg ambil pdhl butuh"" nya malah gk guna",2024-04-21 17:08:38,0,Negative
Slu admincc,1,"Kenapa skrg susah ya pesen Gojek ( Goride / Gocar sama aja ) ?, saya buka 2 aplikasi pakai indrive malah cpt bgt, bukan ada peningkatan kok jadi malah kemunduran , sori ini udate review jujur ya, kalau nggak gojek bakal ketinggalan ma yg lain",2024-04-21 03:25:50,0,Negative
Surya Hariyanto,2,"Pesan goride dapet yang jauh terus, padahal yang deket ada , buang-buang waktu aja ,perbaiki lagi sistemnya .",2024-04-20 10:30:34,0,Negative
Fardan,4,"Knp fitur payment gopay + tunai tidak bisa lagi?, pdhl saya ad gopay sedikit untuk pulang dan duit ongkos saya tinggal dkit tdk cukup untuk go ride, tolong payment gopay + tunai ada in lagi, sangat merugikan customer saja.",2024-04-19 17:51:09,0,Negative
AAK Caem,1,"Awal mula aplikasi ini yg terbaik mnurut sya, Tapi lama"" kok semakin mahal tarifnya Tarif ( goride ) mahal banget skg ! Sya pengguna ( goride ) yang hampir setiap hari, jadi berpaling ke aplikasi sebelah. Mohon diperbaiki !!",2024-04-17 13:25:06,0,Negative
SORRYMan69,2,"Saya mendapatkan perlakuan kurang baik dari salah satu rider kalian, mereka bekerja dengan emosi, sampai² menyalahkan pihak toko dan me marah²i karyawan toko dan berkata kasar, bagi saya itu tidak seharusnya terjadi,",2024-04-16 22:00:41,0,Negative
Nana Rustana,1,Selalu susah dapat driver kalau pesan goride apalagi gofood pedahal pesan jam 7 malam,2024-04-16 20:33:36,0,Negative
Umar Farid,1,"Bangsattt....ongkos gofood mahal bgt, go ride melambung tinggi, kasihan drivernya diperas sampai mati",2024-04-16 10:16:57,0,Negative
Shella madelyn,4,"sebenarnya gojek ini sudah bagus banget dan lengkap juga, tapi kenapa saya baru kasih nilai sekarang dan saya kasih bintang 4? karena saya mau bener² coba aplikasi nya dan kesimpulan nya adalah aplikasi ini udah bagus banget tapi minus nya cuman 1, yaitu nungguin driver nya lamaaaaa bangetttt astagaaa. tolong buat gojek nya yaaa. saya mau pesen makan nya lama banget nungguin nya udah keburu laper, terus nungguin driver goride dan gocar nya juga lama, tolong di benerin lagi yaa min🙏🏻💗",2024-04-15 22:02:15,0,Negative
SEMESTA BALI TOUR & EVENT PLANNER,1,"Padahal pakai aplikasi ini udah lama.. tiba2 hari ini bingung, pas check goride harganya dari 40rb naik jadi 50rb.. eh iseng buka grab cuman bayar 33rb 😊",2024-04-15 19:33:44,0,Negative
yeri purnomo,1,"Heran sama driver Go-Jek, padahal ongkos tarif goride lebih mahal dari aplikasi lain, tapi kenapa banyak yang ogah-ogahan pas gua coba ke aplikasi sebelah malah berebut ambil orderan padahal tarif aplikasi sebelah lebih murah.",2024-04-15 10:37:53,0,Negative
andreas steffanus,5,Kasih banyak promo diskon goride dong hehe,2024-04-14 23:06:15,1,Positive
Hanafi Ihsan,1,"Kacau setiap pesen gocar atau goride susahnya naudzubillah udh gitu sekalinya dpt jauhnya ga kira² eh baru² ini udh laper bgt smp pesen gofood jg ga ada yg ngambil gila parah kacau, gojek tolong lebih bisa menseleksi mana yg niat mama yg milih², kecewa berat saya",2024-04-14 19:50:29,0,Negative
crabbie pattiez',5,"aplikasi terbaik yg bantu banyak kerjaan. mulai dari goride-gocar yg bisa antar kemana aja, trus gosend yg antar barang secepat mungkin, gomart yg belanjain kebutuhan sehari"" dan yg paling berjasa tu gofood. saran aja yaa mungkin bisa dibikin label halal/non halal dalam pembelian makanan, soalnya kadang gasengaja beli makanan di tempat nonhalal walaupun mereka no pork no lard. thank u :))",2024-04-14 18:57:46,1,Positive
Pengguna Google,5,Jujur saya cukup kecewa dengan beberapa driver go ride yang cukup rewel n banyak alasan untuk membatalkan pesan customer Mohon diperbaiki pelayanan terhadap customer,2024-04-14 16:58:19,0,Negative
tika rahmi,5,saya langganan pake gojek kalau mau pigi bekerja naik goride.. jadi menurud saya drivenya ramah2 semoga ditingkatkan lagi..,2024-04-14 15:47:03,1,Positive
Rasid Alamsyah,2,"Fitur paylatter untuk pengisian pulsa sudah tidak bisa,kalau bisa dikembalikan seperti semula,,sistemnya masih bug,dan untuk stiap order go ride suka selalu dapatnya jauh-jauh",2024-04-14 08:22:55,1,Positive
Adisty Yusup,1,"Padahal layanan gofood dan goride-nya oke lah, cuma untuk gocar-nya kalo bisa kasih bintang minus ku kasih -9/10. Mengecewakan banget. Masalahnya bukan sekali dua kali. Udah terlalu sering kecewa dengan driver gocar",2024-04-13 09:56:01,0,Negative
Ahmad NurArfani,3,Untuk goride gocar dll bagus nyaman dan aman tetapi untuk gofood tolong pelayanannya dipercepat terutama tentang estimasi waktu makanan sampai yang diberikan karena terlalu lama jadi terkadang membuat selera makan jadi hilang. Masa di waktu estimasi yang diberikan 15-25menit tetapi saya nunggu udah 1jam dan waktu estimasi belum berubah masih di 15-25menit padahal apk Gojek terbaru ( tolong diperbaiki lagi tentang gofoodnya ),2024-04-12 21:32:56,0,Negative
dona ayu dehaz,1,"setiap pesan goride, gofood dll selaluuuuuuu lama dapet drivernya!! padahal di jalan yg pakai atribut gojek banyak sekali",2024-04-12 20:35:33,0,Negative
Arief Permana,2,"Gojek skrng susah klo di butuhkan,,, saya dri kemaren mau cba pesan goride dan gocar susah banget... Menurut saya ini pelayanan yg kurang baik sih untuk pengguna... Terimakasih",2024-04-12 12:32:50,0,Negative
Noer Putri Sari Hiram,1,"Aplikasi yg sangat buruk....saya order gocar,goride hampir 2jam tdk dpt driver sedangkan titik driver banyak 👎🏻👎🏻",2024-04-10 21:19:41,0,Negative
Khoirul Yuda,1,"Makin kesini susah dapat driver, goride maupun gocar.",2024-04-10 09:30:08,0,Negative
gee rii,1,Ga pake go-ride hemat aja dikasih driver yang jauh mulu. Kalo gitu gausa dibedain. Makin sering pake juga promonya makin kecil. Ini mau mempertahankan customer ga sih?,2024-04-09 18:46:12,0,Negative
Musician,1,"Biaya perjalanannya terlalu mahal, kalau mau gojek rame seperti dulu maka turunkan hargamu gak peduli dengan sangkut paut totalan saham kalian. Pelanggan cuma mau harga wajar. Kompetitor lain berani lebih murah alhasil lebih rame. Dampak ongkir yg terlalu mahal kau tengok driver goride gocar sekarang pada nganggur, sehari cuma dapet 3-5 orderan nunggunya setengah mati. Kalian sama saja menyiksa mitramu sendiri",2024-04-09 08:53:05,0,Negative
Muhammad rizky,1,"Susah dpt driver udah 4x pesen tetep gk dpt pindah dari menu go ride ke go car cmn hasilny nihil sama aja, parah sih",2024-04-07 20:09:55,0,Negative
KnockMan Knock,1,"Di update malah makin gk jelas! Pesen goride gk ada satupun yg nyangkut padahal di map rame Pesen gofood driver muter"" padahal udah di foto depan rumah,jalan, sampek nama juga gk sampek sampek Driver sama profil beda orang !",2024-04-07 19:55:21,0,Negative
Cleopatra Siti Fatimah,3,"Gojek skrg kenapa gak kayak dulu ya, cari goride aja susah banget, giliran udah dapat drive nya, eh malah jauh banget, mohon pelayanan bisa kembali lagi gak seperti dulu🙏",2024-04-07 17:51:12,0,Negative
Danker Boys,1,"Jujur gue kecewa sama driver sekarang,saya baru pertama kali download gojek dan saya dapat voucher diskon 9/10rb..saya pesan goride dan saya lihat di maps tuh banyak banget drivernya,tpi kenapa kok gk mau di order kan sombong toh.jujur saya kecewa banget lebih baik aplikasi sebelah udah murah dan meskipun tampilannya agak jauh di bandingkan ini aplikasi.maaf sekian dan terimakasih.",2024-04-07 16:51:24,0,Negative
Lulu Kamila,4,"Saya pengguna gojek. gosend,gopay,goride,gocar,dll. Memuaskan:) Hanya saja sedikit kecewa dengan goride,kalau habis/sebelum hujan,cari driver yg mau pick up pasti susahnyaaaa ampun ampun. Beda sama driver gr*b,meskipun baru selesai/sedang hujan,pasti di pick up. Saya suka sekali dengan gojek,hanya itu saja kekecewaan nya",2024-04-07 13:19:27,0,Negative
Jaki Mubarok,1,"Ada yang sekongkol antara sesama driver Go-Jek, saya order goride pas driver datang langsung nanya nama dan alamat tujuan (nama saya dan tujuan saya disebut dengan benar oleh driver tersebut) namun setelah sampai driver tersebut bilang kalo dia offline (tidak pakai aplikasi) saya cek diaplikasi driver yang saya order mengirim foto bahwa dia sedang menunggu dititik jemput, sedangkan saya sudah sampai ditujuan. Dan driver yang mengantar saya meminta tarif 2x lipat dari tarif diaplikasi",2024-04-07 03:42:23,0,Negative
Siti Suryani,1,"Gojek layanan nya jelek bgt, nunggu go ride sampe 45 menit terus mencacikan pesananmu",2024-04-05 20:48:04,0,Negative
Iwan Hanjoyo,5,enjoy hassle free ride sharing transport,2024-04-05 12:39:23,1,Positive
Adriani Djohan,1,Selalu dapat driver jauh2. Kalau pesen goride mau buru2 mau kerja bisa dipecat krn kelamaan! Apalagi kalo pesen Gosend. Bisa 15-20 menit jaraknya bisa 3-5 kilo. Ga kasihan sama drivernya apa?,2024-04-04 10:51:17,0,Negative
ABRINI SITUMORANG,1,"Ada apa dengan Gojek sekarang, masa pesan go ride drivernya jemputnya jauh2 ada yang 10 menit ada 12 menit dan bahkan ada yang lebih. Saya kira hanya berlangsung beberapa hari, tapi ini sudah hampir 1 bulan, mana butuh buat tranportasi pagi ke kantor lagi. Gimana sih sistemnya? Kasihan kita konsumen dan kasihan drivernya juga loh.... Padahal udah jadi konsumen Gojek dari dulu. Kalau begini lambat laun jadi konsumen setia aplikasi sebelah ajalah...",2024-04-03 08:40:03,0,Negative
Bedjo Milyhya,1,"pas belum topup gopay diskon nya ada bh buat goride, pas udah topup gopay diskon nya ilang, kelawakan aplikasi no urut 2 gini amat",2024-04-02 15:28:37,0,Negative
Glukosa,1,Untuk kali ini saya merasa kecewa sama aplikasi gojek. Saya pesen gorider. Aplikasi memilih driver yg lokasih nya jauh dari lokasi ku. Padahal banyak driver di dekatku yg mangkal. Terlebih aku harus menunggu sampai 40 menit untuk driver tiba. Mau batelin gak enak sama driver nya. Karena ini bukan sala driver nya. Ku harap segera di perbaiki.,2024-04-02 13:08:07,0,Negative
Thomas Saputra,1,"Bisa bisanya sih depan saya gojek driver 3 orang sibuk ketawa ngobrol liat liat hp order saya ga diambil ambil. Saya edit payah emang gojek bisa bisanya saya depan Indomaret mesen goride ga ada yg mau ambil, pas saya sebelahan sama driver lagi liatin hp. Besok saya ganti Grab aja ya payah kamu",2024-04-01 21:25:44,0,Negative
Cahya Siti Kamilah,3,"Tolong, saya jam 20.30 pesan goride tapi ga dapet dapet hingga larut, padahal di layar ada gambar motor banyak, bagaimana ini solusinya?",2024-04-01 20:40:34,0,Negative
Abisag Wijaya,1,"Drivernya banyak alesan, bilang ga bawa helm trs ngapain ambil pesenan goride saya????? Pas sy minta cancel aja dari dianya, gamau dianya mo ambil helm dulu, knapa ga mau cancel???? Takut poinnya turun???? Klo gitu ngapain ambil pesenan saya!!!! Mana ngajak ribut lagi!!!!! Kurang ajar!!!!!",2024-04-01 20:25:45,0,Negative
himatul ulya,5,Alhamdulillah kalo pas pake goride supirnya bagus2 dan sopan,2024-04-01 12:31:36,1,Positive
Affan Waladi,1,"Gojek kenapa? pesen goride aja 30 menit gak daper driver, padahal banyak driver di sekitar. Pantes mau bangkrut.",2024-05-31 18:35:46,0,Negative
Go Ber,1,"Katanya mitra/partner tapi driver di paksa harus narik goride,klo nolak atau cancel pihak goto gojek langsung kunci orderan driver, sehingga 1X24 jam gak di kasih orderan, nyalain gofood sama send ga ada yang masuk kecuali hujan deras bgt baru orderan food masuk, bawa goride /penumpang padahal bayarnya mahal tapi masuk ke driver gila bener potongannya, pihak gojek memotong sepihak, sesukanya hampir 50%padahal pemerintah udh menetapkan potongan ke driver 15%, sekarang gojek licik,culas curang,.",2024-05-29 18:06:19,0,Negative
Muhammad Handhika Permana,2,"Aplikasinya sebenarnya bagus tapi pengemudinya banyak yg ugal-ugalan, saya 2x hampir kecelakaan gara2 pengemudinya yg ugal-ugalan. Tolong gojek mungkin bisa di kasih sosialisasi terhadap para pengemudinya (goride khususnya) yg ugal-ugalan saat menghantarkan penumpangnya. Terima kasih, sukses selalu gojek",2024-05-29 15:54:32,1,Positive
Retno Sekar sari,5,"Saya selalu pakai Goride dan Gocar bila bepergian dekat maupun jauh. Saat sy membutuhkan dgn tiba-tiba waktunya, sy bisa dgn mudah mendapatkan Goride maupun Gocar. Sy senang dgn pelayanan jasa ini. Sy berharap Kualitas Bagus ini dipertahankan dan ditingkatkan terus sesuai dgn kemajuan teknologi dan kebutuhan pelanggan Go-Jek. Trima kasih banyak ya..utk semuanya...🙏",2024-05-29 08:18:01,1,Positive
windhy tisna,3,Untuk gopay sih oke2 aja nga ada masalah Tapi setiap aku pesen gocar tujuan ke rumah sakit (rs) selalu susah.. Begitu dapat ee.. Drivernya minta cancel.. Pake akun suami pake goride juga sama.. Mending tujuan rs dihilangkan deh daripada kita berharap..,2024-05-27 20:01:42,0,Negative
Rizky Kurniansyah,1,"Mesen goride dapet driver jauh-jauh mulu, padahal driver terdekat ada, mesen goride mau nya biar lebih cepet malah makin lama karena nunggu driver yang posisinya jauh, mending pindah ke aplikasi ijo satunya kalo gini terus",2024-05-26 18:32:02,0,Negative
Wawan Kuswanda,5,Perjalanan jd mudah dengan adanya go ride dan gocar,2024-05-26 14:11:52,1,Positive
Koko Minako,5,Mantap gofood nya ... goride ny harus lebih murah ... biar angkutan kemitraan masyarakat menjadi lebih maju dan ramai peminat,2024-05-26 07:01:23,1,Positive
Choco Chips,5,"Sy juga driver go ride min. Sangat disayangkan kalau orderan dibuat susah sekarang dan malah bensin 2x pengeluaran akhirnya saya akali beli cuman 5rb supaya ga rugi sejak system yg paling terdekat diterapkan. Sejak system goride yg sangat terdekat diterapkan otomatis pendapatan kita berkurang drastis, kita sebagai costumer gojek juga tidak bisa membantu orderan seperti biasanya bahkan belanja di tokopedia. Semoga system update terbaru pendapatan kita kembali konsisten diatas 200 lagi amin",2024-05-25 22:40:32,0,Negative
Jalaludin,4,"Saya suka pake jasa goride/gocar. Seneng aja denger curhatan mereka, cerita mereka, keluh kesah mereka. Cerita sedih, cerita bahagia semuanya saya rangkum jadi motivasi buat diri sendiri 👍👍",2024-05-25 19:29:54,1,Positive
Rafli Andrean,1,Mana nih kota bandung tidak ada go ride atau gocar instan. Ngak kedepan banget menjengkelkan. Mau pesen aja gak keluar drivernya padahal saya lihat sebagian lalu lalang gak mau ambil dari hemat biasa sampe comvort,2024-05-24 23:09:34,0,Negative
muhamad arlin,3,Abis di update malah ga bisa dipakai goride dan gocarnya 😪😪😪,2024-05-23 21:17:10,0,Negative
nur din,5,Cara cepat ngeride bebas macet,2024-05-23 11:40:50,1,Positive
Reyhan Alifya,4,"Untuk saat ini saya hanya pakai gofood saja dan jarang menggunakan goride/Gocar karena masih trauma dengan cara mereka mengendarai kendaraan dan sempat membuat saya celaka. Masukan saja, lebih banyak promo Gofood dan Voucher Gratis ongkir/potongan ongkir seperti driver Oren.",2024-05-23 00:50:06,1,Positive
Mira Chu1997,1,"app nya suka ngelag, pesen gocar g dpt2, pas udah beralih ke goride malah tetep diterusin gocar nya.. malah bikin rugi uang n ngganggu banget krn driver gocar telpon trs",2024-05-22 19:22:24,0,Negative
Ahmad Muhajir,1,"Go Ride XL, tapi Vario Rugi dong.. Cuma GRAB yang bener",2024-05-22 11:48:18,0,Negative
siska widya,1,"Pada 17 mei jam 6.11 am, saya order goride pembayaran gopay gagal dua kali, tapi saldo gopay berkurang dan belum kembali sampai sekarang, wkkwkwkwkwk tapi pas pakai pembayaran tunai bisa, gatau bug atau apa di sistem tapi itu bener bener merugikan",2024-05-19 21:47:47,0,Negative
Yuli Yanti,2,suka sebel akhir² ini stiap bli go food atau mau mau go ride gojeg dpet driver nya lama bngt,2024-05-19 10:48:57,0,Negative
mira septiani,1,Kemarin siang masih bisa pesan goride pake gopaylater tp pas malam tiba-tiba di gopaylater di blokir. Padahal tagihan belum jatuh tempo dan limit masih sangat sangat banyak. Sudah laporan tapi belum di tanggapi. Kecewa,2024-05-19 09:42:59,0,Negative
Tya Napt,1,"Awalnya aku top up gopay 10rb buat pesan goride pake voucher gak bisa padahal harganya di bawah 10rb trus aku nyoba goride yang harganya lebih di atasnya aku top up lagi 10rb eh malah gak masukk di gopay trus di pake voucher masih gak bisa karna saldo harusnya 20rb masih tetep 10rb trus aku top up lagi 20rb, masuklah jadi 30rb, 10rb ku manaa woyyy, harusnya total 40rb, trus aku buat pesen goride masih gak bisa tulisan nya ada masalah tapi saldo ku kurang anjayyy yang bener ajaa",2024-05-17 06:44:51,0,Negative
Aning Azha,5,sangat memudahkan konsumen aplgi yg go ride transit,2024-05-16 16:51:37,1,Positive
Agnes F,2,Ini server nya masih down terus kah? Voucher go ride nya ga muncul trs padahal butuh,2024-05-16 16:43:20,0,Negative
